    nm         	nN
2.618815e+002	-1.018684e-001
2.617905e+002	-9.054970e-002
2.616120e+002	-8.569882e-002
2.614554e+002	-7.923099e-002
2.610799e+002	-8.893274e-002
2.609233e+002	-8.246491e-002
2.606792e+002	-8.246491e-002
2.601944e+002	-1.002515e-001
2.599940e+002	-9.701754e-002
2.598155e+002	-9.216666e-002
2.597901e+002	-7.599707e-002
2.592834e+002	-9.540058e-002
2.591268e+002	-8.893274e-002
2.587295e+002	-1.002515e-001
2.585948e+002	-9.216666e-002
2.584819e+002	-8.246491e-002
2.580408e+002	-9.701754e-002
2.580374e+002	-7.923099e-002
2.577057e+002	-8.569882e-002
2.573741e+002	-9.216666e-002
2.570862e+002	-9.540058e-002
2.569076e+002	-9.054970e-002
2.565979e+002	-9.540058e-002
2.564412e+002	-8.893274e-002
2.558908e+002	-1.115702e-001
2.559530e+002	-8.893274e-002
2.557307e+002	-8.731579e-002
2.555303e+002	-8.408187e-002
2.551549e+002	-9.378362e-002
2.549545e+002	-9.054970e-002
2.547541e+002	-8.731579e-002
2.544444e+002	-9.216666e-002
2.545503e+002	-6.629532e-002
2.540873e+002	-8.246491e-002
2.538870e+002	-7.923099e-002
2.536866e+002	-7.599707e-002
2.534206e+002	-7.761403e-002
2.531545e+002	-7.923099e-002
2.528885e+002	-8.084795e-002
2.525568e+002	-8.731579e-002
2.525315e+002	-7.114619e-002
2.521342e+002	-8.246491e-002
2.519557e+002	-7.761403e-002
2.516022e+002	-8.569882e-002
2.515987e+002	-6.791228e-002
2.512452e+002	-7.599707e-002
2.509354e+002	-8.084795e-002
2.506256e+002	-8.569882e-002
2.504252e+002	-8.246491e-002
2.501592e+002	-8.408187e-002
2.499807e+002	-7.923099e-002
2.496490e+002	-8.569882e-002
2.495580e+002	-7.438011e-002
2.490732e+002	-9.216666e-002
2.487634e+002	-9.701754e-002
2.485412e+002	-9.540058e-002
2.483627e+002	-9.054970e-002
2.483154e+002	-7.599707e-002
2.480275e+002	-7.923099e-002
2.478272e+002	-7.599707e-002
2.475611e+002	-7.761403e-002
2.471857e+002	-8.731579e-002
2.469853e+002	-8.408187e-002
2.466974e+002	-8.731579e-002
2.464095e+002	-9.054970e-002
2.461654e+002	-9.054970e-002
2.459650e+002	-8.731579e-002
2.458740e+002	-7.599707e-002
2.456736e+002	-7.276316e-002
2.453857e+002	-7.599707e-002
2.450322e+002	-8.408187e-002
2.446787e+002	-9.216666e-002
2.447627e+002	-6.791228e-002
2.443216e+002	-8.246491e-002
2.441431e+002	-7.761403e-002
2.437458e+002	-8.893274e-002
2.436111e+002	-8.084795e-002
2.434763e+002	-7.276316e-002
2.432541e+002	-7.114619e-002
2.429443e+002	-7.599707e-002
2.426783e+002	-7.761403e-002
2.425217e+002	-7.114619e-002
2.421900e+002	-7.761403e-002
2.420771e+002	-6.791228e-002
2.416798e+002	-7.923099e-002
2.415888e+002	-6.791228e-002
2.414322e+002	-6.144444e-002
2.407067e+002	-9.701754e-002
2.405720e+002	-8.893274e-002
2.402403e+002	-9.540058e-002
2.400618e+002	-9.054970e-002
2.399708e+002	-7.923099e-002
2.399455e+002	-6.306140e-002
2.397451e+002	-5.982748e-002
2.391728e+002	-8.408187e-002
2.389505e+002	-8.246491e-002
2.386845e+002	-8.408187e-002
2.384841e+002	-8.084795e-002
2.383056e+002	-7.599707e-002
2.381271e+002	-7.114619e-002
2.379267e+002	-6.791228e-002
2.377482e+002	-6.306140e-002
2.375259e+002	-6.144444e-002
2.371068e+002	-7.438011e-002
2.370595e+002	-5.982748e-002
2.367497e+002	-6.467836e-002
2.366150e+002	-5.659356e-002
2.361958e+002	-6.952924e-002
2.361267e+002	-5.659356e-002
2.355106e+002	-8.408187e-002
2.354415e+002	-7.114619e-002
2.350880e+002	-7.923099e-002
2.348001e+002	-8.246491e-002
2.348404e+002	-6.144444e-002
2.342899e+002	-8.408187e-002
2.340677e+002	-8.246491e-002
2.337579e+002	-8.731579e-002
2.338419e+002	-6.306140e-002
2.334884e+002	-7.114619e-002
2.330692e+002	-8.408187e-002
2.330876e+002	-6.467836e-002
2.326466e+002	-7.923099e-002
2.324681e+002	-7.438011e-002
2.325083e+002	-5.335965e-002
2.317172e+002	-9.378362e-002
2.316700e+002	-7.923099e-002
2.316009e+002	-6.629532e-002
2.312692e+002	-7.276316e-002
2.311345e+002	-6.467836e-002
2.308247e+002	-6.952924e-002
2.305149e+002	-7.438011e-002
2.304020e+002	-6.467836e-002
2.298953e+002	-8.408187e-002
2.298919e+002	-6.629532e-002
2.297571e+002	-5.821052e-002
2.294036e+002	-6.629532e-002
2.290501e+002	-7.438011e-002
2.289153e+002	-6.629532e-002
2.287587e+002	-5.982748e-002
2.284489e+002	-6.467836e-002
2.281829e+002	-6.629532e-002
2.278075e+002	-7.599707e-002
2.275852e+002	-7.438011e-002
2.275598e+002	-5.821052e-002
2.273157e+002	-5.821052e-002
2.269403e+002	-6.791228e-002
2.266743e+002	-6.952924e-002
2.263426e+002	-7.599707e-002
2.263829e+002	-5.497661e-002
2.260950e+002	-5.821052e-002
2.257414e+002	-6.629532e-002
2.256723e+002	-5.335965e-002
2.255376e+002	-4.527485e-002
2.252497e+002	-4.850877e-002
2.248743e+002	-5.821052e-002
2.246520e+002	-5.659356e-002
2.244954e+002	-5.012573e-002
2.242294e+002	-5.174269e-002
2.240727e+002	-4.527485e-002
2.235660e+002	-6.467836e-002
2.235626e+002	-4.689181e-002
2.232747e+002	-5.012573e-002
2.230962e+002	-4.527485e-002
2.226551e+002	-5.982748e-002
2.222797e+002	-6.952924e-002
2.221887e+002	-5.821052e-002
2.221634e+002	-4.204093e-002
2.216567e+002	-6.144444e-002
2.215219e+002	-5.335965e-002
2.213215e+002	-5.012573e-002
2.210336e+002	-5.335965e-002
2.210083e+002	-3.719006e-002
2.204797e+002	-5.821052e-002
2.204544e+002	-4.204093e-002
2.200133e+002	-5.659356e-002
2.198348e+002	-5.174269e-002
2.195031e+002	-5.821052e-002
2.194559e+002	-4.365789e-002
2.191242e+002	-5.012573e-002
2.189020e+002	-4.850877e-002
2.187891e+002	-3.880702e-002
2.183918e+002	-5.012573e-002
2.182790e+002	-4.042397e-002
2.182536e+002	-2.425438e-002
2.179657e+002	-2.748830e-002
2.173934e+002	-5.174269e-002
2.171492e+002	-5.174269e-002
2.168395e+002	-5.659356e-002
2.167485e+002	-4.527485e-002
2.160230e+002	-8.084795e-002
2.159757e+002	-6.629532e-002
2.160379e+002	-4.365789e-002
2.158375e+002	-4.042397e-002
2.152214e+002	-6.791228e-002
2.151305e+002	-5.659356e-002
2.149738e+002	-5.012573e-002
2.148172e+002	-4.365789e-002
2.144637e+002	-5.174269e-002
2.144821e+002	-3.233918e-002
2.142817e+002	-2.910526e-002
2.137531e+002	-5.012573e-002
2.135746e+002	-4.527485e-002
2.133742e+002	-4.204093e-002
2.130207e+002	-5.012573e-002
2.127328e+002	-5.335965e-002
2.127731e+002	-3.233918e-002
2.123539e+002	-4.527485e-002
2.121098e+002	-4.527485e-002
2.119313e+002	-4.042397e-002
2.114464e+002	-5.821052e-002
2.113336e+002	-4.850877e-002
2.111551e+002	-4.365789e-002
2.107578e+002	-5.497661e-002
2.108418e+002	-3.072222e-002
2.106633e+002	-2.587134e-002
2.102441e+002	-3.880702e-002
2.098687e+002	-4.850877e-002
2.097121e+002	-4.204093e-002
2.094679e+002	-4.204093e-002
2.091800e+002	-4.527485e-002
2.089359e+002	-4.527485e-002
2.089105e+002	-2.910526e-002
2.087102e+002	-2.587134e-002
2.082910e+002	-3.880702e-002
2.080687e+002	-3.719006e-002
2.078246e+002	-3.719006e-002
2.078211e+002	-1.940351e-002
2.074894e+002	-2.587134e-002
2.072891e+002	-2.263742e-002
2.069137e+002	-3.233918e-002
2.065601e+002	-4.042397e-002
2.063816e+002	-3.557310e-002
2.061812e+002	-3.233918e-002
2.059152e+002	-3.395614e-002
2.055179e+002	-4.527485e-002
2.053613e+002	-3.880702e-002
2.052265e+002	-3.072222e-002
2.051793e+002	-1.616959e-002
2.047820e+002	-2.748830e-002
2.045379e+002	-2.748830e-002
2.042937e+002	-2.748830e-002
2.040933e+002	-2.425438e-002
2.035429e+002	-4.689181e-002
2.034081e+002	-3.880702e-002
2.031202e+002	-4.204093e-002
2.029198e+002	-3.880702e-002
2.028289e+002	-2.748830e-002
2.024972e+002	-3.395614e-002
2.022312e+002	-3.557310e-002
2.021621e+002	-2.263742e-002
2.017210e+002	-3.719006e-002
2.016082e+002	-2.748830e-002
2.015390e+002	-1.455263e-002
2.010323e+002	-3.395614e-002
2.009414e+002	-2.263742e-002
2.006097e+002	-2.910526e-002
2.001687e+002	-4.365789e-002
2.001871e+002	-2.425438e-002
1.999429e+002	-2.425438e-002
1.994800e+002	-4.042397e-002
1.996515e+002	-9.701754e-003
1.992324e+002	-2.263742e-002
1.991633e+002	-9.701754e-003
1.990285e+002	-1.616959e-003
1.988062e+002	0.000000e+000
1.983652e+002	-1.455263e-002
1.980335e+002	-2.102047e-002
1.976800e+002	-2.910526e-002
1.976546e+002	-1.293567e-002
1.976293e+002	3.233918e-003
1.971226e+002	-1.616959e-002
1.970097e+002	-6.467836e-003
1.967656e+002	-6.467836e-003
1.964120e+002	-1.455263e-002
1.962117e+002	-1.131871e-002
1.960113e+002	-8.084795e-003
1.958765e+002	0.000000e+000
1.955011e+002	-9.701754e-003
1.952351e+002	-1.131871e-002
1.950566e+002	-6.467836e-003
1.949437e+002	3.233918e-003
1.945027e+002	-1.131871e-002
1.941054e+002	-2.263742e-002
1.938394e+002	-2.425438e-002
1.938796e+002	-3.233918e-003
1.936792e+002	0.000000e+000
1.933476e+002	-6.467836e-003
1.928409e+002	-2.587134e-002
1.926843e+002	-1.940351e-002
1.924183e+002	-2.102047e-002
1.922835e+002	-1.293567e-002
1.922363e+002	1.616959e-003
1.920140e+002	3.233918e-003
1.916605e+002	-4.850877e-003
1.913288e+002	-1.131871e-002
1.911722e+002	-4.850877e-003
1.908624e+002	-9.701754e-003
1.904651e+002	-2.102047e-002
1.902428e+002	-1.940351e-002
1.900643e+002	-1.455263e-002
1.899077e+002	-8.084795e-003
1.897073e+002	-4.850877e-003
1.893976e+002	-9.701754e-003
1.890003e+002	-2.102047e-002
1.889093e+002	-9.701754e-003
1.885776e+002	-1.616959e-002
1.885522e+002	0.000000e+000
1.880893e+002	-1.616959e-002
1.879765e+002	-6.467836e-003
1.877323e+002	-6.467836e-003
1.877070e+002	9.701754e-003
1.873315e+002	0.000000e+000
1.870874e+002	0.000000e+000
1.869308e+002	6.467836e-003
1.867523e+002	1.131871e-002
1.864862e+002	9.701754e-003
1.862202e+002	8.084795e-003
1.858886e+002	1.616959e-003
1.856007e+002	-1.616959e-003
1.853565e+002	-1.616959e-003
1.851561e+002	1.616959e-003
1.849120e+002	1.616959e-003
1.848429e+002	1.455263e-002
1.844018e+002	0.000000e+000
1.841139e+002	-3.233918e-003
1.838698e+002	-3.233918e-003
1.837788e+002	8.084795e-003
1.835565e+002	9.701754e-003
1.832249e+002	3.233918e-003
1.828713e+002	-4.850877e-003
1.830429e+002	2.587134e-002
1.827769e+002	2.425438e-002
1.820951e+002	-8.084795e-003
1.819604e+002	0.000000e+000
1.818257e+002	8.084795e-003
1.815159e+002	3.233918e-003
1.814686e+002	1.778655e-002
1.809838e+002	0.000000e+000
1.809147e+002	1.293567e-002
1.807581e+002	1.940351e-002
1.806671e+002	3.072222e-002
1.801604e+002	1.131871e-002
1.798069e+002	3.233918e-003
1.796503e+002	9.701754e-003
1.794718e+002	1.455263e-002
1.792495e+002	1.616959e-002
1.790710e+002	2.102047e-002
1.789143e+002	2.748830e-002
1.784514e+002	1.131871e-002
1.783386e+002	2.102047e-002
1.780725e+002	1.940351e-002
1.778284e+002	1.940351e-002
1.776718e+002	2.587134e-002
1.773839e+002	2.263742e-002
1.772272e+002	2.910526e-002
1.765893e+002	0.000000e+000
1.764764e+002	9.701754e-003
1.762323e+002	9.701754e-003
1.761413e+002	2.102047e-002
1.758971e+002	2.102047e-002
1.758718e+002	3.719006e-002
1.753213e+002	1.455263e-002
1.753616e+002	3.557310e-002
1.750081e+002	2.748830e-002
1.746545e+002	1.940351e-002
1.744542e+002	2.263742e-002
1.743413e+002	3.233918e-002
1.738783e+002	1.616959e-002
1.735905e+002	1.293567e-002
1.735432e+002	2.748830e-002
1.735835e+002	4.850877e-002
1.730331e+002	2.587134e-002
1.728546e+002	3.072222e-002
1.726323e+002	3.233918e-002
1.723881e+002	3.233918e-002
1.721002e+002	2.910526e-002
1.719874e+002	3.880702e-002
1.716120e+002	2.910526e-002
1.712366e+002	1.940351e-002
1.711893e+002	3.395614e-002
1.707264e+002	1.778655e-002
1.708104e+002	4.204093e-002
1.706100e+002	4.527485e-002
1.702346e+002	3.557310e-002
1.699905e+002	3.557310e-002
1.698995e+002	4.689181e-002
1.694366e+002	3.072222e-002
1.693018e+002	3.880702e-002
1.691452e+002	4.527485e-002
1.688354e+002	4.042397e-002
1.686350e+002	4.365789e-002
1.686315e+002	6.144444e-002
1.682124e+002	4.850877e-002
1.680120e+002	5.174269e-002
1.675928e+002	3.880702e-002
1.673268e+002	3.719006e-002
1.670608e+002	3.557310e-002
1.667072e+002	2.748830e-002
1.666162e+002	3.880702e-002
1.665034e+002	4.850877e-002
1.661061e+002	3.719006e-002
1.659276e+002	4.204093e-002
1.657491e+002	4.689181e-002
1.654612e+002	4.365789e-002
1.652170e+002	4.365789e-002
1.649729e+002	4.365789e-002
1.649038e+002	5.659356e-002
1.645065e+002	4.527485e-002
1.641311e+002	3.557310e-002
1.639744e+002	4.204093e-002
1.638178e+002	4.850877e-002
1.636174e+002	5.174269e-002
1.633514e+002	5.012573e-002
1.631291e+002	5.174269e-002
1.629725e+002	5.821052e-002
1.628159e+002	6.467836e-002
1.624186e+002	5.335965e-002
1.623932e+002	6.952924e-002
1.621053e+002	6.629532e-002
1.615549e+002	4.365789e-002
1.613764e+002	4.850877e-002
1.612197e+002	5.497661e-002
1.608443e+002	4.527485e-002
1.606877e+002	5.174269e-002
1.603998e+002	4.850877e-002
1.601338e+002	4.689181e-002
1.598678e+002	4.527485e-002
1.597111e+002	5.174269e-002
1.593576e+002	4.365789e-002
1.592447e+002	5.335965e-002
1.588693e+002	4.365789e-002
1.585814e+002	4.042397e-002
1.585779e+002	5.821052e-002
1.582463e+002	5.174269e-002
1.579803e+002	5.012573e-002
1.577799e+002	5.335965e-002
1.578420e+002	7.599707e-002
1.572697e+002	5.174269e-002
1.570475e+002	5.335965e-002
1.569346e+002	6.306140e-002
1.565810e+002	5.497661e-002
1.564682e+002	6.467836e-002
1.562240e+002	6.467836e-002
1.558705e+002	5.659356e-002
1.557357e+002	6.467836e-002
1.553385e+002	5.335965e-002
1.550943e+002	5.335965e-002
1.550471e+002	6.791228e-002
1.548248e+002	6.952924e-002
1.543619e+002	5.335965e-002
1.542709e+002	6.467836e-002
1.540486e+002	6.629532e-002
1.538045e+002	6.629532e-002
1.534728e+002	5.982748e-002
1.533818e+002	7.114619e-002
1.531377e+002	7.114619e-002
1.529373e+002	7.438011e-002
1.526932e+002	7.438011e-002
1.522959e+002	6.306140e-002
1.519205e+002	5.335965e-002
1.520920e+002	8.408187e-002
1.515416e+002	6.144444e-002
1.511661e+002	5.174269e-002
1.508564e+002	4.689181e-002
1.506779e+002	5.174269e-002
1.506525e+002	6.791228e-002
1.505615e+002	7.923099e-002
1.500111e+002	5.659356e-002
1.498326e+002	6.144444e-002
1.495447e+002	5.821052e-002
1.490817e+002	4.204093e-002
1.490783e+002	5.982748e-002
1.489873e+002	7.114619e-002
1.486994e+002	6.791228e-002
1.483677e+002	6.144444e-002
1.480579e+002	5.659356e-002
1.477263e+002	5.012573e-002
1.478103e+002	7.438011e-002
1.473693e+002	5.982748e-002
1.469501e+002	4.689181e-002
1.470341e+002	7.114619e-002
1.468337e+002	7.438011e-002
1.464802e+002	6.629532e-002
1.463236e+002	7.276316e-002
1.460138e+002	6.791228e-002
1.458572e+002	7.438011e-002
1.454161e+002	5.982748e-002
1.451282e+002	5.659356e-002
1.450591e+002	6.952924e-002
1.445962e+002	5.335965e-002
1.446583e+002	7.599707e-002
1.444798e+002	8.084795e-002
1.439294e+002	5.821052e-002
1.438603e+002	7.114619e-002
1.435724e+002	6.791228e-002
1.431751e+002	5.659356e-002
1.429747e+002	5.982748e-002
1.427087e+002	5.821052e-002
1.426396e+002	7.114619e-002
1.424829e+002	7.761403e-002
1.419981e+002	5.982748e-002
1.419509e+002	7.438011e-002
1.416192e+002	6.791228e-002
1.415282e+002	7.923099e-002
1.411528e+002	6.952924e-002
1.408868e+002	6.791228e-002
1.406427e+002	6.791228e-002
1.404642e+002	7.276316e-002
1.401763e+002	6.952924e-002
1.399540e+002	7.114619e-002
1.397755e+002	7.599707e-002
1.394876e+002	7.276316e-002
1.393310e+002	7.923099e-002
1.388680e+002	6.306140e-002
1.386895e+002	6.791228e-002
1.386642e+002	8.408187e-002
1.383544e+002	7.923099e-002
1.380227e+002	7.276316e-002
1.378005e+002	7.438011e-002
1.376439e+002	8.084795e-002
1.373341e+002	7.599707e-002
1.372868e+002	9.054970e-002
1.369333e+002	8.246491e-002
1.362735e+002	5.174269e-002
1.362481e+002	6.791228e-002
1.362665e+002	8.731579e-002
1.358036e+002	7.114619e-002
1.357563e+002	8.569882e-002
1.353372e+002	7.276316e-002
1.350493e+002	6.952924e-002
1.346301e+002	5.659356e-002
1.344297e+002	5.982748e-002
1.342075e+002	6.144444e-002
1.337883e+002	4.850877e-002
1.337410e+002	6.306140e-002
1.337157e+002	7.923099e-002
1.330996e+002	5.174269e-002
1.328773e+002	5.335965e-002
1.328301e+002	6.791228e-002
1.326735e+002	7.438011e-002
1.323856e+002	7.114619e-002
1.319883e+002	5.982748e-002
1.317223e+002	5.821052e-002
1.312593e+002	4.204093e-002
1.312996e+002	6.306140e-002
1.311430e+002	6.952924e-002
1.307895e+002	6.144444e-002
1.306110e+002	6.629532e-002
1.303230e+002	6.306140e-002
1.299476e+002	5.335965e-002
1.299660e+002	7.276316e-002
1.299188e+002	8.731579e-002
1.293902e+002	6.629532e-002
1.293868e+002	8.408187e-002
1.291645e+002	8.569882e-002
1.287672e+002	7.438011e-002
1.285231e+002	7.438011e-002
1.284539e+002	8.731579e-002
1.280785e+002	7.761403e-002
1.278782e+002	8.084795e-002
1.272621e+002	5.335965e-002
1.271054e+002	5.982748e-002
1.269707e+002	6.791228e-002
1.269016e+002	8.084795e-002
1.265043e+002	6.952924e-002
1.263039e+002	7.276316e-002
1.259722e+002	6.629532e-002
1.258156e+002	7.276316e-002
1.252433e+002	4.850877e-002
1.250867e+002	5.497661e-002
1.249300e+002	6.144444e-002
1.246859e+002	6.144444e-002
1.243980e+002	5.821052e-002
1.242851e+002	6.791228e-002
1.241066e+002	7.276316e-002
1.237312e+002	6.306140e-002
1.235965e+002	7.114619e-002
1.234617e+002	7.923099e-002
1.231301e+002	7.276316e-002
1.227328e+002	6.144444e-002
1.225980e+002	6.952924e-002
1.223539e+002	6.952924e-002
1.219566e+002	5.821052e-002
1.218437e+002	6.791228e-002
1.216433e+002	7.114619e-002
1.214867e+002	7.761403e-002
1.211113e+002	6.791228e-002
1.209109e+002	7.114619e-002
1.207761e+002	7.923099e-002
1.204664e+002	7.438011e-002
1.201347e+002	6.791228e-002
1.198030e+002	6.144444e-002
1.198433e+002	8.246491e-002
1.194242e+002	6.952924e-002
1.189612e+002	5.335965e-002
1.188921e+002	6.629532e-002
1.184292e+002	5.012573e-002
1.185789e+002	7.923099e-002
1.181597e+002	6.629532e-002
1.180249e+002	7.438011e-002
1.176058e+002	6.144444e-002
1.176242e+002	8.084795e-002
1.171175e+002	6.144444e-002
1.172015e+002	8.569882e-002
1.166292e+002	6.144444e-002
1.164069e+002	6.306140e-002
1.163378e+002	7.599707e-002
1.159843e+002	6.791228e-002
1.157401e+002	6.791228e-002
1.156710e+002	8.084795e-002
1.152081e+002	6.467836e-002
1.149858e+002	6.629532e-002
1.147636e+002	6.791228e-002
1.143225e+002	5.335965e-002
1.141440e+002	5.821052e-002
1.140968e+002	7.276316e-002
1.138745e+002	7.438011e-002
1.134991e+002	6.467836e-002
1.132987e+002	6.791228e-002
1.131858e+002	7.761403e-002
1.129636e+002	7.923099e-002
1.125882e+002	6.952924e-002
1.121471e+002	5.497661e-002
1.120780e+002	6.791228e-002
1.118557e+002	6.952924e-002
1.115460e+002	6.467836e-002
1.113237e+002	6.629532e-002
1.111233e+002	6.952924e-002
1.107916e+002	6.306140e-002
1.107444e+002	7.761403e-002
1.101502e+002	5.174269e-002
1.101686e+002	7.114619e-002
1.099245e+002	7.114619e-002
1.094834e+002	5.659356e-002
1.093924e+002	6.791228e-002
1.089733e+002	5.497661e-002
1.087948e+002	5.982748e-002
1.085287e+002	5.821052e-002
1.081752e+002	5.012573e-002
1.079748e+002	5.335965e-002
1.078182e+002	5.982748e-002
1.076178e+002	6.306140e-002
1.072205e+002	5.174269e-002
1.069326e+002	4.850877e-002
1.067541e+002	5.335965e-002
1.061599e+002	2.748830e-002
1.063096e+002	5.659356e-002
1.057810e+002	3.557310e-002
1.056900e+002	4.689181e-002
1.054459e+002	4.689181e-002
1.051361e+002	4.204093e-002
1.049357e+002	4.527485e-002
1.047134e+002	4.689181e-002
1.044474e+002	4.527485e-002
1.042252e+002	4.689181e-002
1.040248e+002	5.012573e-002
1.036494e+002	4.042397e-002
1.034709e+002	4.527485e-002
1.033142e+002	5.174269e-002
1.031357e+002	5.659356e-002
1.026947e+002	4.204093e-002
1.023411e+002	3.395614e-002
1.022064e+002	4.204093e-002
1.019841e+002	4.365789e-002
1.018056e+002	4.850877e-002
1.015833e+002	5.012573e-002
1.013173e+002	4.850877e-002
1.009200e+002	3.719006e-002
1.008290e+002	4.850877e-002
1.004536e+002	3.880702e-002
1.001220e+002	3.233918e-002
1.000091e+002	4.204093e-002
9.969932e+001	3.719006e-002
9.963021e+001	5.012573e-002
9.925479e+001	4.042397e-002
9.885750e+001	2.910526e-002
9.874463e+001	3.880702e-002
9.865364e+001	5.012573e-002
9.834386e+001	4.527485e-002
9.794657e+001	3.395614e-002
9.772430e+001	3.557310e-002
9.765519e+001	4.850877e-002
9.736729e+001	4.527485e-002
9.707939e+001	4.204093e-002
9.692276e+001	4.850877e-002
9.648171e+001	3.395614e-002
9.615005e+001	2.748830e-002
9.590591e+001	2.748830e-002
9.559613e+001	2.263742e-002
9.552702e+001	3.557310e-002
9.526100e+001	3.395614e-002
9.503874e+001	3.557310e-002
9.499150e+001	5.012573e-002
9.459421e+001	3.880702e-002
9.435006e+001	3.880702e-002
9.425907e+001	5.012573e-002
9.381802e+001	3.557310e-002
9.350824e+001	3.072222e-002
9.313283e+001	2.102047e-002
9.304183e+001	3.233918e-002
9.266642e+001	2.263742e-002
9.261919e+001	3.719006e-002
9.226565e+001	2.910526e-002
9.199963e+001	2.748830e-002
9.186488e+001	3.557310e-002
9.140195e+001	1.940351e-002
9.113593e+001	1.778655e-002
9.089179e+001	1.778655e-002
9.060388e+001	1.455263e-002
9.044726e+001	2.102047e-002
9.022499e+001	2.263742e-002
8.993710e+001	1.940351e-002
8.969295e+001	1.940351e-002
8.951444e+001	2.425438e-002
8.937970e+001	3.233918e-002
8.887301e+001	1.293567e-002
8.882578e+001	2.748830e-002
8.845036e+001	1.778655e-002
8.796555e+001	0.000000e+000
8.772141e+001	0.000000e+000
8.747727e+001	0.000000e+000
8.716749e+001	-4.850877e-003
8.720777e+001	1.616959e-002
8.687611e+001	9.701754e-003
8.665385e+001	1.131871e-002
8.658473e+001	2.425438e-002
8.631871e+001	2.263742e-002
8.585579e+001	6.467836e-003
8.558976e+001	4.850877e-003
8.552065e+001	1.778655e-002
8.532027e+001	2.102047e-002
8.503237e+001	1.778655e-002
8.452568e+001	-1.616959e-003
8.436905e+001	4.850877e-003
8.412491e+001	4.850877e-003
8.385889e+001	3.233918e-003
8.357099e+001	0.000000e+000
8.332685e+001	0.000000e+000
8.312646e+001	3.233918e-003
8.275104e+001	-6.467836e-003
8.270381e+001	8.084795e-003
8.243779e+001	6.467836e-003
8.212801e+001	1.616959e-003
8.177447e+001	-6.467836e-003
8.157409e+001	-3.233918e-003
8.128619e+001	-6.467836e-003
8.110769e+001	-1.616959e-003
8.084167e+001	-3.233918e-003
8.064128e+001	0.000000e+000
8.063780e+001	1.778655e-002
8.017487e+001	1.616959e-003
7.995261e+001	3.233918e-003
7.966471e+001	0.000000e+000
7.931117e+001	-8.084795e-003
7.893576e+001	-1.778655e-002
7.880101e+001	-9.701754e-003
7.864438e+001	-3.233918e-003
7.831272e+001	-9.701754e-003
7.819985e+001	0.000000e+000
7.782444e+001	-9.701754e-003
7.760217e+001	-8.084795e-003
7.724864e+001	-1.616959e-002
7.713577e+001	-6.467836e-003
7.697914e+001	0.000000e+000
7.671312e+001	-1.616959e-003
7.625019e+001	-1.778655e-002
7.596229e+001	-2.102047e-002
7.587130e+001	-9.701754e-003
7.556152e+001	-1.455263e-002
7.518610e+001	-2.425438e-002
7.513887e+001	-9.701754e-003
7.469782e+001	-2.425438e-002
7.438804e+001	-2.910526e-002
7.427517e+001	-1.940351e-002
7.381224e+001	-3.557310e-002
7.380876e+001	-1.778655e-002
7.369589e+001	-8.084795e-003
7.318921e+001	-2.748830e-002
7.285755e+001	-3.395614e-002
7.283219e+001	-1.778655e-002
7.245678e+001	-2.748830e-002
7.201572e+001	-4.204093e-002
7.196849e+001	-2.748830e-002
7.150556e+001	-4.365789e-002
7.150209e+001	-2.587134e-002
7.123607e+001	-2.748830e-002
7.116695e+001	-1.455263e-002
7.085718e+001	-1.940351e-002
7.052552e+001	-2.587134e-002
7.019386e+001	-3.233918e-002
6.999348e+001	-2.910526e-002
6.953054e+001	-4.527485e-002
6.935204e+001	-4.042397e-002
6.932668e+001	-2.425438e-002
6.899503e+001	-3.072222e-002
6.842270e+001	-5.497661e-002
6.830983e+001	-4.527485e-002
6.835011e+001	-2.425438e-002
6.795282e+001	-3.557310e-002
6.770868e+001	-3.557310e-002
6.759581e+001	-2.587134e-002
6.746106e+001	-1.778655e-002
6.675747e+001	-5.174269e-002
6.679775e+001	-3.072222e-002
6.635669e+001	-4.527485e-002
6.617819e+001	-4.042397e-002
6.610907e+001	-2.748830e-002
6.564614e+001	-4.365789e-002
6.540200e+001	-4.365789e-002
6.509222e+001	-4.850877e-002
6.482620e+001	-5.012573e-002
6.462582e+001	-4.689181e-002
6.431604e+001	-5.174269e-002
6.400626e+001	-5.659356e-002
6.371836e+001	-5.982748e-002
6.356174e+001	-5.335965e-002
6.336135e+001	-5.012573e-002
6.320472e+001	-4.365789e-002
6.298245e+001	-4.204093e-002
6.254140e+001	-5.659356e-002
6.236290e+001	-5.174269e-002
6.214064e+001	-5.012573e-002
6.200588e+001	-4.204093e-002
6.167423e+001	-4.850877e-002
6.132069e+001	-5.659356e-002
6.109843e+001	-5.497661e-002
6.070113e+001	-6.629532e-002
6.028196e+001	-7.923099e-002
6.014721e+001	-7.114619e-002
6.012186e+001	-5.497661e-002
5.983396e+001	-5.821052e-002
5.954606e+001	-6.144444e-002
5.912688e+001	-7.438011e-002
5.892650e+001	-7.114619e-002
5.876987e+001	-6.467836e-002
5.850385e+001	-6.629532e-002
5.830347e+001	-6.306140e-002
5.801556e+001	-6.629532e-002
5.777142e+001	-6.629532e-002
5.757104e+001	-6.306140e-002
5.712998e+001	-7.761403e-002
5.706088e+001	-6.467836e-002
5.679485e+001	-6.629532e-002
5.659447e+001	-6.306140e-002
5.637220e+001	-6.144444e-002
5.593115e+001	-7.599707e-002
5.559949e+001	-8.246491e-002
5.553038e+001	-6.952924e-002
